,data_transakcji,data_księgowania,dane_kontrahenta,tytuł,nr_rachunku,nazwa_banku,nr_transakcji,kwota_transakcji_(waluta_rachunku),waluta,konto,saldo_po_transakcji,waluta_salda,red_flag
491,2021-12-22,2021-12-22,Booking.com,Płatność Booking.com,PL10561163829339253558810564,ING,7395628831,-192.56,EUR,Konto w EUR,-10402586.6,EUR,0
492,2021-12-22,2021-12-24,Urząd Skarbowy,Płatność Urząd Skarbowy,PL52620231853109214155854823,Millennium,1292705400,-9682.69,PLN,Konto w EUR,-10412269.29,PLN,0
493,2021-12-25,2021-12-25,Firma XYZ,Płatność Firma XYZ,PL59446100266016087249499106,ING,4349726361,7122.58,PLN,Konto w EUR,-10405146.71,PLN,0
494,2021-12-26,2021-12-27,STS.pl,Płatność STS.pl,PL79218872021813088916881960,mBank,2184444340,-870.93,PLN,Moje,-10406017.64,PLN,1
495,2021-12-30,2022-01-01,Amazon,Płatność Amazon,PL84474690382639742290444529,Millennium,6762361623,-697.48,USD,Wspólne,-10406715.12,USD,0
496,2022-01-01,2022-01-02,Allegro,Płatność Allegro,PL88561000531845770418344949,Santander,3385384970,-33.62,PLN,Konto w USD,-10406748.74,PLN,0
497,2022-01-02,2022-01-04,Auto Komis Katowice,Płatność Auto Komis Katowice,PL17578409943652077243588938,ING,9007659939,-55608.27,PLN,Konto w EUR,-10462357.01,PLN,1
498,2022-01-05,2022-01-07,Orlen,Płatność Orlen,PL30825585075740840385425381,Santander,3084891225,-295.56,PLN,Konto w EUR,-10462652.57,PLN,0
499,2022-01-07,2022-01-08,Auto Komis Katowice,Płatność Auto Komis Katowice,PL11078146895231067690590246,ING,2567588279,-50133.61,PLN,Moje,-10512786.18,PLN,1
500,2022-01-08,2022-01-10,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL21391202970603154112934005,Millennium,1561334253,-436457.09,PLN,Moje,-10949243.27,PLN,1
501,2022-01-11,2022-01-11,Auto Komis Katowice,Płatność Auto Komis Katowice,PL64598059217780779843874769,PKO BP,2023383044,-47321.06,PLN,Wspólne,-10996564.33,PLN,1
502,2022-01-14,2022-01-14,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL51571966714922698362179788,Millennium,4906234933,-439992.66,PLN,Konto w EUR,-11436556.99,PLN,1
503,2022-01-15,2022-01-15,Auto Komis Katowice,Płatność Auto Komis Katowice,PL67557104896799081604755464,mBank,4481303307,-59470.0,PLN,Moje,-11496026.99,PLN,1
504,2022-01-16,2022-01-16,Santander Leasing,Płatność Santander Leasing,PL53702736323627828754110896,Millennium,8677503432,-2810.78,PLN,Konto w EUR,-11498837.77,PLN,0
505,2022-01-19,2022-01-20,Orlen,Płatność Orlen,PL57935062834546155698646243,PKO BP,8776908812,-160.54,PLN,Wspólne,-11498998.31,PLN,0
506,2022-01-20,2022-01-20,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL63514136088393373891607990,Millennium,9932365625,-432409.08,PLN,Wspólne,-11931407.39,PLN,1
507,2022-01-21,2022-01-22,Booking.com,Płatność Booking.com,PL77195892762569854086253367,Santander,3061654994,-218.93,EUR,Konto w EUR,-11931626.32,EUR,0
508,2022-01-24,2022-01-26,PGNiG,Płatność PGNiG,PL86660582765020979897988337,PKO BP,9018745195,-135.3,PLN,Konto w EUR,-11931761.62,PLN,0
509,2022-01-29,2022-01-30,Lidl,Płatność Lidl,PL57565554042349621224954678,PKO BP,3781375492,-93.24,PLN,Wspólne,-11931854.86,PLN,0
510,2022-01-31,2022-01-31,Biuro Notarialne,Płatność Biuro Notarialne,PL12903400330092702778546863,mBank,5833388936,-11663.16,PLN,Konto w USD,-11943518.02,PLN,1
511,2022-02-03,2022-02-05,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL17712264955834633012085584,Millennium,2233001237,-522828.8,PLN,Moje,-12466346.82,PLN,1
512,2022-02-05,2022-02-06,Santander Leasing,Płatność Santander Leasing,PL83948684660251728489299945,Santander,5842338556,-2638.8,PLN,Wspólne,-12468985.62,PLN,0
513,2022-02-06,2022-02-08,Firma XYZ,Płatność Firma XYZ,PL29480649738970199114281967,mBank,1141961397,7072.91,PLN,Konto w USD,-12461912.71,PLN,0
514,2022-02-11,2022-02-13,Biuro Notarialne,Płatność Biuro Notarialne,PL23080175975835138607958055,mBank,2426306018,-8923.72,PLN,Konto w USD,-12470836.43,PLN,0
515,2022-02-11,2022-02-12,Amazon,Płatność Amazon,PL58084544786075017311541274,ING,6405751774,-109.27,USD,Konto w EUR,-12470945.7,USD,0
516,2022-02-12,2022-02-14,Santander Leasing,Płatność Santander Leasing,PL20178242548057449352615269,Millennium,2142011302,-2485.89,PLN,Wspólne,-12473431.59,PLN,0
517,2022-02-14,2022-02-14,Allegro,Płatność Allegro,PL79382692054099655735739978,mBank,1702587538,-294.3,PLN,Wspólne,-12473725.89,PLN,0
518,2022-02-14,2022-02-16,PokerStars,Płatność PokerStars,PL64610441817348370922568097,PKO BP,1725036551,-1271.27,EUR,Konto w USD,-12474997.16,EUR,1
519,2022-02-15,2022-02-16,STS.pl,Płatność STS.pl,PL60205772903861873278759045,ING,9773355732,-1509.33,PLN,Wspólne,-12476506.49,PLN,1
520,2022-02-16,2022-02-17,ATM ING,Płatność ATM ING,PL15870244180010015401310429,ING,7151784552,-986.65,PLN,Konto w USD,-12477493.14,PLN,0
521,2022-02-27,2022-02-27,Santander Leasing,Płatność Santander Leasing,PL58243172930114659605337837,mBank,5920524913,-1881.06,PLN,Konto w USD,-12479374.2,PLN,0
522,2022-03-01,2022-03-02,Amazon,Płatność Amazon,PL59223408559840784432919678,mBank,9815409597,-677.58,USD,Konto w EUR,-12480051.78,USD,0
523,2022-03-01,2022-03-01,STS.pl,Płatność STS.pl,PL32222305567407640573784730,ING,8450511390,-1318.47,PLN,Konto w USD,-12481370.25,PLN,1
524,2022-03-03,2022-03-04,Urząd Skarbowy,Płatność Urząd Skarbowy,PL98343171921716903160317213,PKO BP,3671352868,-8868.55,PLN,Konto w EUR,-12490238.8,PLN,0
525,2022-03-04,2022-03-05,Amazon,Płatność Amazon,PL12974880360410637541997941,mBank,2489321225,-555.03,USD,Konto w USD,-12490793.83,USD,0
526,2022-03-05,2022-03-06,Auto Komis Katowice,Płatność Auto Komis Katowice,PL40658829116039640527767271,PKO BP,1950540970,-55408.7,PLN,Moje,-12546202.53,PLN,1
527,2022-03-06,2022-03-07,Lidl,Płatność Lidl,PL37975650463731271064094847,PKO BP,7112170507,-107.89,PLN,Moje,-12546310.42,PLN,0
528,2022-03-08,2022-03-10,STS.pl,Płatność STS.pl,PL67921384376780458669588389,PKO BP,2969827797,-389.8,PLN,Moje,-12546700.22,PLN,1
529,2022-03-10,2022-03-11,Amazon,Płatność Amazon,PL17458247364220836843579973,PKO BP,5862199360,-203.37,USD,Moje,-12546903.59,USD,0
530,2022-03-10,2022-03-11,Zabka,Płatność Zabka,PL92682223629765195788926240,Santander,9445444796,-107.75,PLN,Moje,-12547011.34,PLN,0
531,2022-03-13,2022-03-13,Vattenfall,Płatność Vattenfall,PL56291803111789282671740756,mBank,6984050212,-172.78,PLN,Moje,-12547184.12,PLN,0
532,2022-03-14,2022-03-16,Booking.com,Płatność Booking.com,PL23555661010460810941335603,PKO BP,2377575976,-614.04,EUR,Moje,-12547798.16,EUR,0
533,2022-03-16,2022-03-16,Lidl,Płatność Lidl,PL24102159279574211460025451,PKO BP,9099990631,-172.48,PLN,Moje,-12547970.64,PLN,0
534,2022-03-19,2022-03-20,Urząd Skarbowy,Płatność Urząd Skarbowy,PL82798025582981299157855849,ING,8543897337,-8292.98,PLN,Konto w EUR,-12556263.62,PLN,0
535,2022-03-24,2022-03-26,Lidl,Płatność Lidl,PL70710428651429539028017337,Santander,4425416154,-193.93,PLN,Wspólne,-12556457.55,PLN,0
536,2022-03-26,2022-03-28,MediaMarkt,Płatność MediaMarkt,PL52966912256260449185000530,Santander,2056696685,-2447.71,PLN,Konto w USD,-12558905.26,PLN,0
537,2022-03-30,2022-04-01,PKO BP,Płatność PKO BP,PL46743062929103222868251189,mBank,1564458789,7577.32,PLN,Moje,-12551327.94,PLN,0
538,2022-03-30,2022-03-31,Orlen,Płatność Orlen,PL16427312571456943436755974,mBank,1660749530,-187.16,PLN,Konto w EUR,-12551515.1,PLN,0
539,2022-04-01,2022-04-03,Biuro Notarialne,Płatność Biuro Notarialne,PL78921160471044603003724337,Santander,4767822173,-10249.51,PLN,Konto w EUR,-12561764.61,PLN,1
540,2022-04-03,2022-04-04,Allegro,Płatność Allegro,PL75372253520358291252102990,ING,3169758976,-215.18,PLN,Moje,-12561979.79,PLN,0
541,2022-04-04,2022-04-06,PKO BP,Płatność PKO BP,PL17745674381310955116464382,PKO BP,3576532483,919.25,PLN,Konto w USD,-12561060.54,PLN,0
542,2022-04-07,2022-04-07,MediaMarkt,Płatność MediaMarkt,PL93243258733159075029786569,Millennium,1889590994,-2286.67,PLN,Konto w EUR,-12563347.21,PLN,0
543,2022-04-16,2022-04-18,Firma XYZ,Płatność Firma XYZ,PL47613740131072455461084925,Millennium,3246279586,7484.67,PLN,Konto w USD,-12555862.54,PLN,0
544,2022-04-17,2022-04-18,MediaMarkt,Płatność MediaMarkt,PL64518000588098224349302093,ING,8237241107,-2209.7,PLN,Konto w USD,-12558072.24,PLN,0
545,2022-04-18,2022-04-19,Biuro Notarialne,Płatność Biuro Notarialne,PL15444549645826471793230156,Millennium,6934826422,-8182.98,PLN,Konto w USD,-12566255.22,PLN,0
546,2022-04-24,2022-04-26,Auto Komis Katowice,Płatność Auto Komis Katowice,PL84064865060897256242821013,PKO BP,3250586080,-53044.54,PLN,Moje,-12619299.76,PLN,1
547,2022-04-24,2022-04-26,Lidl,Płatność Lidl,PL34231596682079208037142281,ING,9009262915,-193.91,PLN,Konto w USD,-12619493.67,PLN,0
548,2022-04-27,2022-04-27,ATM ING,Płatność ATM ING,PL64423691183256392503271944,Santander,2214263986,-1021.96,PLN,Konto w USD,-12620515.63,PLN,0
549,2022-04-28,2022-04-29,MediaMarkt,Płatność MediaMarkt,PL92550064425132198071239661,PKO BP,2594413644,-1834.91,PLN,Konto w EUR,-12622350.54,PLN,0
550,2022-04-28,2022-04-28,Urząd Skarbowy,Płatność Urząd Skarbowy,PL41632394624216377194012417,Santander,5636119939,-9861.65,PLN,Konto w USD,-12632212.19,PLN,0
551,2022-04-29,2022-04-30,Lidl,Płatność Lidl,PL77279185310211813929558982,Santander,8401163899,-111.61,PLN,Konto w USD,-12632323.8,PLN,0
552,2022-04-30,2022-04-30,Urząd Skarbowy,Płatność Urząd Skarbowy,PL25625331044552061301419363,ING,7120270725,-4410.27,PLN,Konto w EUR,-12636734.07,PLN,0
553,2022-05-01,2022-05-02,Santander Leasing,Płatność Santander Leasing,PL72232910183029776189336426,PKO BP,9576673728,-1854.52,PLN,Wspólne,-12638588.59,PLN,0
554,2022-05-02,2022-05-02,Booking.com,Płatność Booking.com,PL12515714319904084717954551,ING,5873511049,-528.59,EUR,Konto w EUR,-12639117.18,EUR,0
555,2022-05-03,2022-05-03,Santander Leasing,Płatność Santander Leasing,PL47173236967573358158770756,Santander,8316501932,-2197.53,PLN,Konto w USD,-12641314.71,PLN,0
556,2022-05-03,2022-05-03,Amazon,Płatność Amazon,PL68574391013113707223274012,Santander,3066013953,-39.28,USD,Wspólne,-12641353.99,USD,0
557,2022-05-06,2022-05-06,Santander Leasing,Płatność Santander Leasing,PL84351696570868264268065323,PKO BP,1444513749,-1929.28,PLN,Konto w EUR,-12643283.27,PLN,0
558,2022-05-06,2022-05-08,Biedronka,Płatność Biedronka,PL59711011569685514300829373,ING,3826879632,-112.32,PLN,Konto w EUR,-12643395.59,PLN,0
559,2022-05-08,2022-05-10,PGNiG,Płatność PGNiG,PL15644698520013093026621875,Millennium,8931240755,-167.19,PLN,Konto w USD,-12643562.78,PLN,0
560,2022-05-13,2022-05-13,Orlen,Płatność Orlen,PL30906423305022987295489025,mBank,2621378232,-147.38,PLN,Konto w USD,-12643710.16,PLN,0
561,2022-05-14,2022-05-15,Allegro,Płatność Allegro,PL91418066865008976137263788,PKO BP,1255288477,-33.56,PLN,Moje,-12643743.72,PLN,0
562,2022-05-15,2022-05-17,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL34354688569654158650562930,Millennium,5023690335,-365893.58,PLN,Moje,-13009637.3,PLN,1
563,2022-05-15,2022-05-17,Lidl,Płatność Lidl,PL26457876595734789306197777,Santander,8060144520,-163.0,PLN,Konto w EUR,-13009800.3,PLN,0
564,2022-05-18,2022-05-18,Vattenfall,Płatność Vattenfall,PL89225780239087983203075907,Millennium,6130988790,-212.0,PLN,Moje,-13010012.3,PLN,0
565,2022-05-18,2022-05-20,MediaMarkt,Płatność MediaMarkt,PL32479758622297821637369970,mBank,5961558655,-2408.45,PLN,Konto w EUR,-13012420.75,PLN,0
566,2022-05-22,2022-05-23,Firma XYZ,Płatność Firma XYZ,PL48656482722050035972480930,ING,1556796479,6583.53,PLN,Konto w EUR,-13005837.22,PLN,0
567,2022-05-24,2022-05-24,Biedronka,Płatność Biedronka,PL79882934460702130693591636,ING,6087183460,-217.53,PLN,Moje,-13006054.75,PLN,0
568,2022-05-30,2022-05-30,Urząd Skarbowy,Płatność Urząd Skarbowy,PL20746821056052321756159757,Santander,7023893231,-7111.94,PLN,Moje,-13013166.69,PLN,0
569,2022-05-31,2022-06-01,Auto Komis Katowice,Płatność Auto Komis Katowice,PL43658024785358388902791750,Millennium,5840813520,-57015.57,PLN,Konto w EUR,-13070182.26,PLN,1
570,2022-06-03,2022-06-04,Vattenfall,Płatność Vattenfall,PL22827781274225337307652738,mBank,5898560811,-222.89,PLN,Konto w USD,-13070405.15,PLN,0
571,2022-06-07,2022-06-09,Biuro Notarialne,Płatność Biuro Notarialne,PL53613911091088667376264844,mBank,2301078649,-9291.84,PLN,Moje,-13079696.99,PLN,0
572,2022-06-12,2022-06-13,ATM ING,Płatność ATM ING,PL48849971022418829208292113,Millennium,2687433681,-408.09,PLN,Moje,-13080105.08,PLN,0
573,2022-06-13,2022-06-14,Amazon,Płatność Amazon,PL21885688451380016751945795,mBank,2576215541,-697.94,USD,Wspólne,-13080803.02,USD,0
574,2022-06-16,2022-06-18,Booking.com,Płatność Booking.com,PL28804570104288454796465912,Millennium,4273767810,-845.72,EUR,Konto w USD,-13081648.74,EUR,0
575,2022-06-22,2022-06-22,Zabka,Płatność Zabka,PL80284055140006214611901427,ING,4196989649,-88.98,PLN,Moje,-13081737.72,PLN,0
576,2022-06-22,2022-06-24,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL32130440792185621238108800,mBank,8414320878,-510847.49,PLN,Konto w USD,-13592585.21,PLN,1
577,2022-06-25,2022-06-27,Auto Komis Katowice,Płatność Auto Komis Katowice,PL54792701454411564286055436,ING,5161060502,-53283.17,PLN,Wspólne,-13645868.38,PLN,1
578,2022-06-25,2022-06-26,Vattenfall,Płatność Vattenfall,PL26038217552645661466022774,ING,5739791403,-161.77,PLN,Moje,-13646030.15,PLN,0
579,2022-06-29,2022-07-01,PokerStars,Płatność PokerStars,PL45816063703697147864632721,PKO BP,5792514268,-1851.1,EUR,Moje,-13647881.25,EUR,1
580,2022-06-30,2022-06-30,PGNiG,Płatność PGNiG,PL65886560259932746999042502,Santander,9595791058,-144.95,PLN,Konto w EUR,-13648026.2,PLN,0
581,2022-07-06,2022-07-08,Biedronka,Płatność Biedronka,PL80134767903589950744535826,ING,1913454225,-413.0,PLN,Moje,-13648439.2,PLN,0
582,2022-07-08,2022-07-09,Allegro,Płatność Allegro,PL64730489986723700418797353,Santander,6462194543,-58.23,PLN,Konto w USD,-13648497.43,PLN,0
583,2022-07-08,2022-07-09,ATM ING,Płatność ATM ING,PL60774450145485937080534589,Santander,7870416564,-1430.28,PLN,Moje,-13649927.71,PLN,0
584,2022-07-13,2022-07-14,Orlen,Płatność Orlen,PL43237845638207438332004563,Santander,6435386969,-245.13,PLN,Konto w USD,-13650172.84,PLN,0
585,2022-07-14,2022-07-14,Zabka,Płatność Zabka,PL45398798429258793542377608,Santander,2240947236,-128.77,PLN,Wspólne,-13650301.61,PLN,0
586,2022-07-14,2022-07-16,Firma XYZ,Płatność Firma XYZ,PL44685118046035238239572229,PKO BP,8769873983,7945.21,PLN,Konto w EUR,-13642356.4,PLN,0
587,2022-07-15,2022-07-15,Amazon,Płatność Amazon,PL96117492924801945256605312,ING,6788254149,-753.73,USD,Konto w USD,-13643110.13,USD,0
588,2022-07-17,2022-07-19,Amazon,Płatność Amazon,PL22567287789949736267933645,ING,7882945814,-92.88,USD,Konto w EUR,-13643203.01,USD,0
589,2022-07-18,2022-07-20,PGNiG,Płatność PGNiG,PL59845522068066972942800518,PKO BP,2701514905,-152.56,PLN,Konto w USD,-13643355.57,PLN,0
590,2022-07-26,2022-07-26,PGNiG,Płatność PGNiG,PL54967101204455912202894378,Millennium,7012978720,-121.71,PLN,Konto w EUR,-13643477.28,PLN,0
591,2022-07-27,2022-07-29,Auto Komis Katowice,Płatność Auto Komis Katowice,PL49045494696126605397927024,Millennium,5592764774,-50678.57,PLN,Moje,-13694155.85,PLN,1
592,2022-07-27,2022-07-28,Amazon,Płatność Amazon,PL82502341310055568797078769,ING,4236230221,-339.1,USD,Konto w USD,-13694494.95,USD,0
593,2022-07-29,2022-07-30,Lidl,Płatność Lidl,PL44341009617327254258672687,Santander,9192448846,-193.96,PLN,Wspólne,-13694688.91,PLN,0
594,2022-07-30,2022-08-01,Allegro,Płatność Allegro,PL78729064219285724422853779,Millennium,1443513021,-250.29,PLN,Moje,-13694939.2,PLN,0
595,2022-07-30,2022-08-01,Orlen,Płatność Orlen,PL75475293242637525200636889,ING,5263616145,-121.32,PLN,Konto w EUR,-13695060.52,PLN,0
596,2022-07-31,2022-07-31,Biuro Notarialne,Płatność Biuro Notarialne,PL51478649460197817655134283,mBank,2261537795,-8094.5,PLN,Konto w EUR,-13703155.02,PLN,0
597,2022-08-03,2022-08-03,PokerStars,Płatność PokerStars,PL53222057789599917633796482,PKO BP,1997987680,-1713.5,EUR,Konto w EUR,-13704868.52,EUR,1
598,2022-08-06,2022-08-06,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL97823624590190391484547795,ING,3919315148,-496082.25,PLN,Wspólne,-14200950.77,PLN,1
599,2022-08-07,2022-08-07,Amazon,Płatność Amazon,PL18572935360678662360934358,mBank,3506573122,-304.15,USD,Konto w USD,-14201254.92,USD,0
600,2022-08-08,2022-08-09,Firma XYZ,Płatność Firma XYZ,PL69717731646294204426334570,ING,7929601440,7969.92,PLN,Konto w USD,-14193285.0,PLN,0
601,2022-08-09,2022-08-11,Amazon,Płatność Amazon,PL56954856458512486262605952,Santander,5959700877,-105.42,USD,Konto w USD,-14193390.42,USD,0
602,2022-08-09,2022-08-10,ATM ING,Płatność ATM ING,PL91402637954159095278193910,Santander,8979287418,-1407.82,PLN,Wspólne,-14194798.24,PLN,0
603,2022-08-10,2022-08-12,Biuro Notarialne,Płatność Biuro Notarialne,PL80134715644262357237320747,ING,6331884176,-8613.74,PLN,Wspólne,-14203411.98,PLN,0
604,2022-08-10,2022-08-10,PKO BP,Płatność PKO BP,PL10907347940621277123541113,mBank,3753434400,8998.19,PLN,Konto w USD,-14194413.79,PLN,0
605,2022-08-12,2022-08-14,Amazon,Płatność Amazon,PL29388516905761730462147784,ING,5816527326,-664.19,USD,Wspólne,-14195077.98,USD,0
606,2022-08-13,2022-08-15,PokerStars,Płatność PokerStars,PL39088202410452791824397334,mBank,8516688272,-146.55,EUR,Konto w USD,-14195224.53,EUR,1
607,2022-08-13,2022-08-15,PGNiG,Płatność PGNiG,PL92805010106906712401378002,Millennium,2923545870,-152.05,PLN,Moje,-14195376.58,PLN,0
608,2022-08-14,2022-08-16,PGNiG,Płatność PGNiG,PL60702566654835580148272669,mBank,3087343928,-173.01,PLN,Wspólne,-14195549.59,PLN,0
609,2022-08-18,2022-08-19,Biuro Notarialne,Płatność Biuro Notarialne,PL30475566081322119852144733,Santander,5218468694,-10869.39,PLN,Konto w USD,-14206418.98,PLN,1
610,2022-08-22,2022-08-24,Firma XYZ,Płatność Firma XYZ,PL33353042393865430416229624,mBank,2383641852,7930.65,PLN,Moje,-14198488.33,PLN,0
611,2022-08-24,2022-08-24,PokerStars,Płatność PokerStars,PL70261384021129186662271873,ING,1030442658,-145.32,EUR,Moje,-14198633.65,EUR,1
612,2022-08-29,2022-08-29,PKO BP,Płatność PKO BP,PL22869021536517972049651470,mBank,2821634753,6838.61,PLN,Konto w USD,-14191795.04,PLN,0
613,2022-08-31,2022-09-02,Booking.com,Płatność Booking.com,PL96941777320400398442111771,mBank,8678462225,-853.78,EUR,Moje,-14192648.82,EUR,0
614,2022-09-02,2022-09-02,ATM ING,Płatność ATM ING,PL10186814438212458864477729,ING,4280416637,-1431.83,PLN,Konto w EUR,-14194080.65,PLN,0
615,2022-09-02,2022-09-03,Firma XYZ,Płatność Firma XYZ,PL29784861260931498240255647,PKO BP,1936523147,7748.31,PLN,Moje,-14186332.34,PLN,0
616,2022-09-04,2022-09-05,Vattenfall,Płatność Vattenfall,PL86410326966473847650078555,Santander,9554956219,-249.8,PLN,Konto w EUR,-14186582.14,PLN,0
617,2022-09-06,2022-09-07,PokerStars,Płatność PokerStars,PL31432286992100522301397714,PKO BP,5242679670,-1476.81,EUR,Wspólne,-14188058.95,EUR,1
618,2022-09-11,2022-09-12,ATM ING,Płatność ATM ING,PL22628728626939870249243656,Millennium,2234489517,-227.29,PLN,Konto w USD,-14188286.24,PLN,0
619,2022-09-11,2022-09-11,Firma XYZ,Płatność Firma XYZ,PL39336579392657923245093593,Santander,7991310734,6594.7,PLN,Wspólne,-14181691.54,PLN,0
620,2022-09-11,2022-09-13,Santander Leasing,Płatność Santander Leasing,PL20231202355616808230681609,Santander,8935453301,-2408.09,PLN,Konto w USD,-14184099.63,PLN,0
621,2022-09-12,2022-09-14,Vattenfall,Płatność Vattenfall,PL44867835451919881594396379,Millennium,3862274245,-152.24,PLN,Wspólne,-14184251.87,PLN,0
622,2022-09-14,2022-09-15,STS.pl,Płatność STS.pl,PL80286204948444898876349492,ING,6045748534,-1957.27,PLN,Wspólne,-14186209.14,PLN,1
623,2022-09-14,2022-09-15,Orlen,Płatność Orlen,PL38628762280811005696964630,Millennium,6399903508,-216.63,PLN,Konto w EUR,-14186425.77,PLN,0
624,2022-09-15,2022-09-16,MediaMarkt,Płatność MediaMarkt,PL77313968459648398397150420,Millennium,1498846659,-1917.63,PLN,Konto w EUR,-14188343.4,PLN,0
625,2022-09-16,2022-09-17,Amazon,Płatność Amazon,PL13761498780923607267931032,Millennium,5400287663,-196.11,USD,Konto w USD,-14188539.51,USD,0
626,2022-09-19,2022-09-19,Lidl,Płatność Lidl,PL84107608942286285415015155,Millennium,1223898741,-90.22,PLN,Konto w EUR,-14188629.73,PLN,0
627,2022-09-25,2022-09-25,Biuro Nieruchomości ZEFIR,Płatność Biuro Nieruchomości ZEFIR,PL46423390467657006735059169,Santander,1722838060,-369593.79,PLN,Konto w USD,-14558223.52,PLN,1
628,2022-09-26,2022-09-26,STS.pl,Płatność STS.pl,PL71165038790425621728381193,ING,1929276849,-1784.02,PLN,Wspólne,-14560007.54,PLN,1
629,2022-09-28,2022-09-29,PokerStars,Płatność PokerStars,PL97858753843272081018831360,Santander,3453500806,-1066.57,EUR,Konto w EUR,-14561074.11,EUR,1
630,2022-10-04,2022-10-06,Lidl,Płatność Lidl,PL63580629837369434089151419,ING,5922242047,-182.33,PLN,Konto w USD,-14561256.44,PLN,0
631,2022-10-05,2022-10-06,Vattenfall,Płatność Vattenfall,PL84196587434791935790826815,PKO BP,9536844518,-252.33,PLN,Konto w USD,-14561508.77,PLN,0
632,2022-10-11,2022-10-11,Zabka,Płatność Zabka,PL32966517819132471510810221,mBank,8099306121,-59.32,PLN,Konto w USD,-14561568.09,PLN,0
633,2022-10-14,2022-10-15,PKO BP,Płatność PKO BP,PL95976639161124333715287361,mBank,1688774116,1482.4,PLN,Wspólne,-14560085.69,PLN,0
634,2022-10-16,2022-10-16,Zabka,Płatność Zabka,PL65938442477189524915270456,Santander,5107022434,-163.37,PLN,Moje,-14560249.06,PLN,0
635,2022-10-17,2022-10-17,MediaMarkt,Płatność MediaMarkt,PL35707123622757341242995488,mBank,3399252367,-2549.14,PLN,Konto w USD,-14562798.2,PLN,0
636,2022-10-18,2022-10-18,Amazon,Płatność Amazon,PL36504851234540457793676831,ING,3253844196,-770.2,USD,Moje,-14563568.4,USD,0
637,2022-10-20,2022-10-20,STS.pl,Płatność STS.pl,PL76037789023466729106461796,mBank,2498667456,-1309.69,PLN,Wspólne,-14564878.09,PLN,1
638,2022-10-20,2022-10-20,Zabka,Płatność Zabka,PL13482613293810438805262040,Millennium,2266700413,-104.95,PLN,Konto w USD,-14564983.04,PLN,0
639,2022-10-22,2022-10-24,Vattenfall,Płatność Vattenfall,PL85832594039940990896870200,Millennium,8293657924,-274.44,PLN,Wspólne,-14565257.48,PLN,0
640,2022-10-28,2022-10-30,Firma XYZ,Płatność Firma XYZ,PL64698752732438047597833979,mBank,9982384692,6989.37,PLN,Moje,-14558268.11,PLN,0
641,2022-11-02,2022-11-02,Zabka,Płatność Zabka,PL15007628423059471369993001,Millennium,1553612485,-192.26,PLN,Konto w USD,-14558460.37,PLN,0
642,2022-11-04,2022-11-05,STS.pl,Płatność STS.pl,PL42465587277513662762530262,Santander,2940452505,-495.18,PLN,Wspólne,-14558955.55,PLN,1
643,2022-11-05,2022-11-07,Amazon,Płatność Amazon,PL10436454224391534954484704,PKO BP,8171158943,-274.74,USD,Wspólne,-14559230.29,USD,0
644,2022-11-11,2022-11-13,Vattenfall,Płatność Vattenfall,PL27753304664744436030764812,Santander,3603371504,-179.62,PLN,Konto w USD,-14559409.91,PLN,0
645,2022-11-13,2022-11-15,Firma XYZ,Płatność Firma XYZ,PL96369810999635228935361957,Santander,2312321856,6831.67,PLN,Wspólne,-14552578.24,PLN,0
646,2022-11-19,2022-11-19,Allegro,Płatność Allegro,PL53087764129112231643566382,mBank,5375969893,-261.69,PLN,Moje,-14552839.93,PLN,0
647,2022-11-21,2022-11-21,Santander Leasing,Płatność Santander Leasing,PL10662947653487634976443506,ING,6529316393,-2269.16,PLN,Konto w EUR,-14555109.09,PLN,0
648,2022-11-22,2022-11-22,Auto Komis Katowice,Płatność Auto Komis Katowice,PL73013754749640259597818359,mBank,9355304132,-45412.04,PLN,Wspólne,-14600521.13,PLN,1
649,2022-11-25,2022-11-27,MediaMarkt,Płatność MediaMarkt,PL24838658621649474735116638,ING,2540453562,-1505.39,PLN,Konto w EUR,-14602026.52,PLN,0
650,2022-11-29,2022-11-30,Zabka,Płatność Zabka,PL73126507083242411539688249,Millennium,8323259253,-137.76,PLN,Moje,-14602164.28,PLN,0
651,2022-12-03,2022-12-04,Allegro,Płatność Allegro,PL34727424579953736577169492,PKO BP,3990646442,-62.99,PLN,Wspólne,-14602227.27,PLN,0
652,2022-12-06,2022-12-08,Auto Komis Katowice,Płatność Auto Komis Katowice,PL78868717341950482885530291,mBank,6304334625,-59031.73,PLN,Konto w EUR,-14661259.0,PLN,1
653,2022-12-11,2022-12-11,Biedronka,Płatność Biedronka,PL57360884865648864093287907,Santander,9568710953,-479.59,PLN,Wspólne,-14661738.59,PLN,0
654,2022-12-12,2022-12-13,PokerStars,Płatność PokerStars,PL27920958131129495973005769,mBank,4334155196,-1517.69,EUR,Konto w EUR,-14663256.28,EUR,1
